card_id,review_time,review_rating,review_state,review_duration,tag
5720,1748933476438,4,0,395,#!詞彙連結
6226,1748933528092,3,0,41475,#!詞彙連結
5757,1748933556225,4,0,1019,#!詞彙連結
5743,1748933558467,4,0,442,#!詞彙連結
6266,1748933610167,2,0,46404,#!詞彙連結
6327,1748933646544,2,0,28036,#!詞彙連結
5763,1748933664537,4,0,12862,#!詞彙連結
5724,1748933667687,4,0,576,#!詞彙連結
6341,1748933675150,4,0,1927,#!詞彙連結
5668,1748933679095,4,0,412,#!詞彙連結
5878,1748933683993,4,0,629,#!詞彙連結
5749,1748933699113,2,0,2279,#!詞彙連結
6201,1748933702264,4,0,532,#!詞彙連結
6208,1748933722567,2,0,12134,#!詞彙連結
5735,1748933736165,4,0,1447,#!詞彙連結
5780,1748933744085,4,0,1762,#!詞彙連結
6237,1748933752185,2,0,3839,#!詞彙連結
5857,1748933775901,4,0,5752,#!詞彙連結
5685,1748933777897,4,0,384,#!詞彙連結
6277,1748933781338,4,0,471,#!詞彙連結
6270,1748933785216,2,0,1373,#!詞彙連結
6339,1748933791972,4,0,726,#!詞彙連結
6734,1748933798386,2,0,2002,#!詞彙連結
6300,1748933875734,4,0,55410,#!詞彙連結
6229,1748933882515,4,0,1544,#!詞彙連結
6217,1748933908653,2,1,22627,#!詞彙連結
6269,1748933917757,4,0,1530,#!詞彙連結
5837,1748933930307,4,0,3690,#!詞彙連結
5665,1748933936411,4,0,877,#!詞彙連結
5783,1748933939928,4,0,2548,#!詞彙連結
6225,1748933974783,2,0,27586,#!詞彙連結
6750,1748933980281,4,0,674,#!詞彙連結
5718,1748933984046,4,0,404,#!詞彙連結
6904,1748933988764,4,0,772,#!詞彙連結
5664,1748933991090,4,0,345,#!詞彙連結
5794,1748933993459,4,0,374,#!詞彙連結
6351,1748934005496,4,0,4499,#!詞彙連結
6309,1748934008924,4,0,502,#!詞彙連結
5879,1748934010581,4,0,441,#!詞彙連結
6293,1748934041521,2,0,28471,#!詞彙連結
6205,1748934048466,4,0,622,#!詞彙連結
6357,1748934082899,3,0,28702,#!詞彙連結
5708,1748934087857,4,0,3292,#!詞彙連結
5846,1748934092605,4,0,487,#!詞彙連結
6322,1748934141131,2,0,34590,#!詞彙連結
6200,1748934160736,2,0,8414,#!詞彙連結
5869,1748934165873,2,0,1454,#!詞彙連結
6285,1748934170119,2,0,1476,#!詞彙連結
5823,1748934175646,4,0,719,#!詞彙連結
5712,1748934178849,4,0,449,#!詞彙連結
5779,1748934180912,4,0,382,#!詞彙連結
6317,1748934183499,4,0,464,#!詞彙連結
5684,1748934186754,4,0,487,#!詞彙連結
6315,1748934188734,4,0,367,#!詞彙連結
6233,1748934194997,4,0,1207,#!詞彙連結
6335,1748934204800,4,0,1019,#!詞彙連結
5833,1748934208258,4,0,2386,#!詞彙連結
5801,1748934218391,2,0,2474,#!詞彙連結
5864,1748934281466,4,0,4649,#!詞彙連結
6222,1748934283289,4,0,299,#!詞彙連結
